date,home_team,away_team,full_time_result,season,league
2021-08-13,Brentford,Arsenal,H,2021-2022,EPL
2021-08-14,Man United,Leeds,H,2021-2022,EPL
2021-08-14,Burnley,Brighton,A,2021-2022,EPL
2021-08-14,Chelsea,Crystal Palace,H,2021-2022,EPL
2021-08-14,Everton,Southampton,H,2021-2022,EPL
2021-08-14,Leicester,Wolves,H,2021-2022,EPL
2021-08-14,Watford,Aston Villa,H,2021-2022,EPL
2021-08-14,Norwich,Liverpool,A,2021-2022,EPL
2021-08-15,Newcastle,West Ham,A,2021-2022,EPL
2021-08-15,Tottenham,Man City,H,2021-2022,EPL
2021-08-21,Liverpool,Burnley,H,2021-2022,EPL
2021-08-21,Aston Villa,Newcastle,H,2021-2022,EPL
2021-08-21,Crystal Palace,Brentford,D,2021-2022,EPL
2021-08-21,Leeds,Everton,D,2021-2022,EPL
2021-08-21,Man City,Norwich,H,2021-2022,EPL
2021-08-21,Brighton,Watford,H,2021-2022,EPL
2021-08-22,Southampton,Man United,D,2021-2022,EPL
2021-08-22,Wolves,Tottenham,A,2021-2022,EPL
2021-08-22,Arsenal,Chelsea,A,2021-2022,EPL
2021-08-23,West Ham,Leicester,H,2021-2022,EPL
2021-08-28,Man City,Arsenal,H,2021-2022,EPL
2021-08-28,Aston Villa,Brentford,D,2021-2022,EPL
2021-08-28,Brighton,Everton,A,2021-2022,EPL
2021-08-28,Newcastle,Southampton,D,2021-2022,EPL
2021-08-28,Norwich,Leicester,A,2021-2022,EPL
2021-08-28,West Ham,Crystal Palace,D,2021-2022,EPL
2021-08-28,Liverpool,Chelsea,D,2021-2022,EPL
2021-08-29,Burnley,Leeds,D,2021-2022,EPL
2021-08-29,Tottenham,Watford,H,2021-2022,EPL
2021-08-29,Wolves,Man United,A,2021-2022,EPL
2021-09-11,Crystal Palace,Tottenham,H,2021-2022,EPL
2021-09-11,Arsenal,Norwich,H,2021-2022,EPL
2021-09-11,Brentford,Brighton,A,2021-2022,EPL
2021-09-11,Leicester,Man City,A,2021-2022,EPL
2021-09-11,Man United,Newcastle,H,2021-2022,EPL
2021-09-11,Southampton,West Ham,D,2021-2022,EPL
2021-09-11,Watford,Wolves,A,2021-2022,EPL
2021-09-11,Chelsea,Aston Villa,H,2021-2022,EPL
2021-09-12,Leeds,Liverpool,A,2021-2022,EPL
2021-09-13,Everton,Burnley,H,2021-2022,EPL
2021-09-17,Newcastle,Leeds,D,2021-2022,EPL
2021-09-18,Wolves,Brentford,A,2021-2022,EPL
2021-09-18,Burnley,Arsenal,A,2021-2022,EPL
2021-09-18,Liverpool,Crystal Palace,H,2021-2022,EPL
2021-09-18,Man City,Southampton,D,2021-2022,EPL
2021-09-18,Norwich,Watford,A,2021-2022,EPL
2021-09-18,Aston Villa,Everton,H,2021-2022,EPL
2021-09-19,Brighton,Leicester,H,2021-2022,EPL
2021-09-19,West Ham,Man United,A,2021-2022,EPL
2021-09-19,Tottenham,Chelsea,A,2021-2022,EPL
2021-09-25,Chelsea,Man City,A,2021-2022,EPL
2021-09-25,Man United,Aston Villa,A,2021-2022,EPL
2021-09-25,Everton,Norwich,H,2021-2022,EPL
2021-09-25,Leeds,West Ham,A,2021-2022,EPL
2021-09-25,Leicester,Burnley,D,2021-2022,EPL
2021-09-25,Watford,Newcastle,D,2021-2022,EPL
2021-09-25,Brentford,Liverpool,D,2021-2022,EPL
2021-09-26,Southampton,Wolves,A,2021-2022,EPL
2021-09-26,Arsenal,Tottenham,H,2021-2022,EPL
2021-09-27,Crystal Palace,Brighton,D,2021-2022,EPL
2021-10-02,Man United,Everton,D,2021-2022,EPL
2021-10-02,Burnley,Norwich,D,2021-2022,EPL
2021-10-02,Chelsea,Southampton,H,2021-2022,EPL
2021-10-02,Leeds,Watford,H,2021-2022,EPL
2021-10-02,Wolves,Newcastle,H,2021-2022,EPL
2021-10-02,Brighton,Arsenal,D,2021-2022,EPL
2021-10-03,Crystal Palace,Leicester,D,2021-2022,EPL
2021-10-03,Tottenham,Aston Villa,H,2021-2022,EPL
2021-10-03,West Ham,Brentford,A,2021-2022,EPL
2021-10-03,Liverpool,Man City,D,2021-2022,EPL
2021-10-16,Watford,Liverpool,A,2021-2022,EPL
2021-10-16,Aston Villa,Wolves,A,2021-2022,EPL
2021-10-16,Leicester,Man United,H,2021-2022,EPL
2021-10-16,Man City,Burnley,H,2021-2022,EPL
2021-10-16,Norwich,Brighton,D,2021-2022,EPL
2021-10-16,Southampton,Leeds,H,2021-2022,EPL
2021-10-16,Brentford,Chelsea,A,2021-2022,EPL
2021-10-17,Everton,West Ham,A,2021-2022,EPL
2021-10-17,Newcastle,Tottenham,A,2021-2022,EPL
2021-10-18,Arsenal,Crystal Palace,D,2021-2022,EPL
2021-10-22,Arsenal,Aston Villa,H,2021-2022,EPL
2021-10-23,Chelsea,Norwich,H,2021-2022,EPL
2021-10-23,Crystal Palace,Newcastle,D,2021-2022,EPL
2021-10-23,Everton,Watford,A,2021-2022,EPL
2021-10-23,Leeds,Wolves,D,2021-2022,EPL
2021-10-23,Southampton,Burnley,D,2021-2022,EPL
2021-10-23,Brighton,Man City,A,2021-2022,EPL
2021-10-24,Brentford,Leicester,A,2021-2022,EPL
2021-10-24,West Ham,Tottenham,H,2021-2022,EPL
2021-10-24,Man United,Liverpool,A,2021-2022,EPL
2021-10-30,Leicester,Arsenal,A,2021-2022,EPL
2021-10-30,Burnley,Brentford,H,2021-2022,EPL
2021-10-30,Liverpool,Brighton,D,2021-2022,EPL
2021-10-30,Man City,Crystal Palace,A,2021-2022,EPL
2021-10-30,Newcastle,Chelsea,A,2021-2022,EPL
2021-10-30,Watford,Southampton,A,2021-2022,EPL
2021-10-30,Tottenham,Man United,A,2021-2022,EPL
2021-10-31,Norwich,Leeds,A,2021-2022,EPL
2021-10-31,Aston Villa,West Ham,A,2021-2022,EPL
2021-11-01,Wolves,Everton,H,2021-2022,EPL
2021-11-05,Southampton,Aston Villa,H,2021-2022,EPL
2021-11-06,Man United,Man City,A,2021-2022,EPL
2021-11-06,Brentford,Norwich,A,2021-2022,EPL
2021-11-06,Chelsea,Burnley,D,2021-2022,EPL
2021-11-06,Crystal Palace,Wolves,H,2021-2022,EPL
2021-11-06,Brighton,Newcastle,D,2021-2022,EPL
2021-11-07,Arsenal,Watford,H,2021-2022,EPL
2021-11-07,Everton,Tottenham,D,2021-2022,EPL
2021-11-07,Leeds,Leicester,D,2021-2022,EPL
2021-11-07,West Ham,Liverpool,H,2021-2022,EPL
2021-11-20,Leicester,Chelsea,A,2021-2022,EPL
2021-11-20,Aston Villa,Brighton,H,2021-2022,EPL
2021-11-20,Burnley,Crystal Palace,D,2021-2022,EPL
2021-11-20,Newcastle,Brentford,D,2021-2022,EPL
2021-11-20,Norwich,Southampton,H,2021-2022,EPL
2021-11-20,Watford,Man United,H,2021-2022,EPL
2021-11-20,Wolves,West Ham,H,2021-2022,EPL
2021-11-20,Liverpool,Arsenal,H,2021-2022,EPL
2021-11-21,Man City,Everton,H,2021-2022,EPL
2021-11-21,Tottenham,Leeds,H,2021-2022,EPL
2021-11-27,Arsenal,Newcastle,H,2021-2022,EPL
2021-11-27,Crystal Palace,Aston Villa,A,2021-2022,EPL
2021-11-27,Liverpool,Southampton,H,2021-2022,EPL
2021-11-27,Norwich,Wolves,D,2021-2022,EPL
2021-11-27,Brighton,Leeds,D,2021-2022,EPL
2021-11-28,Brentford,Everton,H,2021-2022,EPL
2021-11-28,Leicester,Watford,H,2021-2022,EPL
2021-11-28,Man City,West Ham,H,2021-2022,EPL
2021-11-28,Chelsea,Man United,D,2021-2022,EPL
2021-11-30,Newcastle,Norwich,D,2021-2022,EPL
2021-11-30,Leeds,Crystal Palace,H,2021-2022,EPL
2021-12-01,Southampton,Leicester,D,2021-2022,EPL
2021-12-01,Watford,Chelsea,A,2021-2022,EPL
2021-12-01,West Ham,Brighton,D,2021-2022,EPL
2021-12-01,Wolves,Burnley,D,2021-2022,EPL
2021-12-01,Aston Villa,Man City,A,2021-2022,EPL
2021-12-01,Everton,Liverpool,A,2021-2022,EPL
2021-12-02,Tottenham,Brentford,H,2021-2022,EPL
2021-12-02,Man United,Arsenal,H,2021-2022,EPL
2021-12-04,West Ham,Chelsea,H,2021-2022,EPL
2021-12-04,Newcastle,Burnley,H,2021-2022,EPL
2021-12-04,Southampton,Brighton,D,2021-2022,EPL
2021-12-04,Wolves,Liverpool,A,2021-2022,EPL
2021-12-04,Watford,Man City,A,2021-2022,EPL
2021-12-05,Leeds,Brentford,D,2021-2022,EPL
2021-12-05,Man United,Crystal Palace,H,2021-2022,EPL
2021-12-05,Tottenham,Norwich,H,2021-2022,EPL
2021-12-05,Aston Villa,Leicester,H,2021-2022,EPL
2021-12-06,Everton,Arsenal,H,2021-2022,EPL
2021-12-10,Brentford,Watford,H,2021-2022,EPL
2021-12-11,Man City,Wolves,H,2021-2022,EPL
2021-12-11,Arsenal,Southampton,H,2021-2022,EPL
2021-12-11,Chelsea,Leeds,H,2021-2022,EPL
2021-12-11,Liverpool,Aston Villa,H,2021-2022,EPL
2021-12-11,Norwich,Man United,A,2021-2022,EPL
2021-12-12,Burnley,West Ham,D,2021-2022,EPL
2021-12-12,Leicester,Newcastle,H,2021-2022,EPL
2021-12-12,Crystal Palace,Everton,H,2021-2022,EPL
2021-12-14,Norwich,Aston Villa,A,2021-2022,EPL
2021-12-14,Man City,Leeds,H,2021-2022,EPL
2021-12-15,Brighton,Wolves,A,2021-2022,EPL
2021-12-15,Crystal Palace,Southampton,D,2021-2022,EPL
2021-12-15,Arsenal,West Ham,H,2021-2022,EPL
2021-12-16,Chelsea,Everton,D,2021-2022,EPL
2021-12-16,Liverpool,Newcastle,H,2021-2022,EPL
2021-12-18,Leeds,Arsenal,A,2021-2022,EPL
2021-12-19,Newcastle,Man City,A,2021-2022,EPL
2021-12-19,Wolves,Chelsea,D,2021-2022,EPL
2021-12-19,Tottenham,Liverpool,D,2021-2022,EPL
2021-12-26,Man City,Leicester,H,2021-2022,EPL
2021-12-26,Norwich,Arsenal,A,2021-2022,EPL
2021-12-26,Tottenham,Crystal Palace,H,2021-2022,EPL
2021-12-26,West Ham,Southampton,A,2021-2022,EPL
2021-12-26,Aston Villa,Chelsea,A,2021-2022,EPL
2021-12-26,Brighton,Brentford,H,2021-2022,EPL
2021-12-27,Newcastle,Man United,D,2021-2022,EPL
2021-12-28,Crystal Palace,Norwich,H,2021-2022,EPL
2021-12-28,Southampton,Tottenham,D,2021-2022,EPL
2021-12-28,Watford,West Ham,A,2021-2022,EPL
2021-12-28,Leicester,Liverpool,H,2021-2022,EPL
2021-12-29,Chelsea,Brighton,D,2021-2022,EPL
2021-12-29,Brentford,Man City,A,2021-2022,EPL
2021-12-30,Man United,Burnley,H,2021-2022,EPL
2022-01-01,Arsenal,Man City,A,2021-2022,EPL
2022-01-01,Watford,Tottenham,A,2021-2022,EPL
2022-01-01,Crystal Palace,West Ham,A,2021-2022,EPL
2022-01-02,Brentford,Aston Villa,H,2021-2022,EPL
2022-01-02,Everton,Brighton,A,2021-2022,EPL
2022-01-02,Leeds,Burnley,H,2021-2022,EPL
2022-01-02,Chelsea,Liverpool,D,2021-2022,EPL
2022-01-03,Man United,Wolves,A,2021-2022,EPL
2022-01-11,Southampton,Brentford,H,2021-2022,EPL
2022-01-12,West Ham,Norwich,H,2021-2022,EPL
2022-01-14,Brighton,Crystal Palace,D,2021-2022,EPL
2022-01-15,Man City,Chelsea,H,2021-2022,EPL
2022-01-15,Newcastle,Watford,D,2021-2022,EPL
2022-01-15,Norwich,Everton,H,2021-2022,EPL
2022-01-15,Wolves,Southampton,H,2021-2022,EPL
2022-01-15,Aston Villa,Man United,D,2021-2022,EPL
2022-01-16,Liverpool,Brentford,H,2021-2022,EPL
2022-01-16,West Ham,Leeds,A,2021-2022,EPL
2022-01-18,Brighton,Chelsea,D,2021-2022,EPL
2022-01-19,Leicester,Tottenham,A,2021-2022,EPL
2022-01-19,Brentford,Man United,A,2021-2022,EPL
2022-01-21,Watford,Norwich,A,2021-2022,EPL
2022-01-22,Everton,Aston Villa,A,2021-2022,EPL
2022-01-22,Brentford,Wolves,A,2021-2022,EPL
2022-01-22,Leeds,Newcastle,A,2021-2022,EPL
2022-01-22,Man United,West Ham,H,2021-2022,EPL
2022-01-22,Southampton,Man City,D,2021-2022,EPL
2022-01-23,Arsenal,Burnley,D,2021-2022,EPL
2022-01-23,Crystal Palace,Liverpool,A,2021-2022,EPL
2022-01-23,Leicester,Brighton,D,2021-2022,EPL
2022-01-23,Chelsea,Tottenham,H,2021-2022,EPL
2022-02-05,Burnley,Watford,D,2021-2022,EPL
2022-02-08,Newcastle,Everton,H,2021-2022,EPL
2022-02-08,West Ham,Watford,H,2021-2022,EPL
2022-02-08,Burnley,Man United,D,2021-2022,EPL
2022-02-09,Man City,Brentford,H,2021-2022,EPL
2022-02-09,Norwich,Crystal Palace,D,2021-2022,EPL
2022-02-09,Tottenham,Southampton,A,2021-2022,EPL
2022-02-09,Aston Villa,Leeds,D,2021-2022,EPL
2022-02-10,Liverpool,Leicester,H,2021-2022,EPL
2022-02-10,Wolves,Arsenal,A,2021-2022,EPL
2022-02-12,Man United,Southampton,D,2021-2022,EPL
2022-02-12,Brentford,Crystal Palace,D,2021-2022,EPL
2022-02-12,Everton,Leeds,H,2021-2022,EPL
2022-02-12,Watford,Brighton,A,2021-2022,EPL
2022-02-12,Norwich,Man City,A,2021-2022,EPL
2022-02-13,Burnley,Liverpool,A,2021-2022,EPL
2022-02-13,Newcastle,Aston Villa,H,2021-2022,EPL
2022-02-13,Tottenham,Wolves,A,2021-2022,EPL
2022-02-13,Leicester,West Ham,D,2021-2022,EPL
2022-02-15,Man United,Brighton,H,2021-2022,EPL
2022-02-19,West Ham,Newcastle,D,2021-2022,EPL
2022-02-19,Arsenal,Brentford,H,2021-2022,EPL
2022-02-19,Aston Villa,Watford,A,2021-2022,EPL
2022-02-19,Brighton,Burnley,A,2021-2022,EPL
2022-02-19,Crystal Palace,Chelsea,A,2021-2022,EPL
2022-02-19,Liverpool,Norwich,H,2021-2022,EPL
2022-02-19,Southampton,Everton,H,2021-2022,EPL
2022-02-19,Man City,Tottenham,A,2021-2022,EPL
2022-02-20,Leeds,Man United,A,2021-2022,EPL
2022-02-20,Wolves,Leicester,H,2021-2022,EPL
2022-02-23,Burnley,Tottenham,H,2021-2022,EPL
2022-02-23,Watford,Crystal Palace,A,2021-2022,EPL
2022-02-23,Liverpool,Leeds,H,2021-2022,EPL
2022-02-24,Arsenal,Wolves,H,2021-2022,EPL
2022-02-25,Southampton,Norwich,H,2021-2022,EPL
2022-02-26,Leeds,Tottenham,A,2021-2022,EPL
2022-02-26,Brentford,Newcastle,A,2021-2022,EPL
2022-02-26,Crystal Palace,Burnley,D,2021-2022,EPL
2022-02-26,Man United,Watford,D,2021-2022,EPL
2022-02-26,Brighton,Aston Villa,A,2021-2022,EPL
2022-02-26,Everton,Man City,A,2021-2022,EPL
2022-02-27,West Ham,Wolves,H,2021-2022,EPL
2022-03-01,Burnley,Leicester,A,2021-2022,EPL
2022-03-05,Leicester,Leeds,H,2021-2022,EPL
2022-03-05,Aston Villa,Southampton,H,2021-2022,EPL
2022-03-05,Burnley,Chelsea,A,2021-2022,EPL
2022-03-05,Newcastle,Brighton,H,2021-2022,EPL
2022-03-05,Norwich,Brentford,A,2021-2022,EPL
2022-03-05,Wolves,Crystal Palace,A,2021-2022,EPL
2022-03-05,Liverpool,West Ham,H,2021-2022,EPL
2022-03-06,Watford,Arsenal,A,2021-2022,EPL
2022-03-06,Man City,Man United,H,2021-2022,EPL
2022-03-07,Tottenham,Everton,H,2021-2022,EPL
2022-03-10,Norwich,Chelsea,A,2021-2022,EPL
2022-03-10,Southampton,Newcastle,A,2021-2022,EPL
2022-03-10,Wolves,Watford,H,2021-2022,EPL
2022-03-10,Leeds,Aston Villa,A,2021-2022,EPL
2022-03-12,Brighton,Liverpool,A,2021-2022,EPL
2022-03-12,Brentford,Burnley,H,2021-2022,EPL
2022-03-12,Man United,Tottenham,H,2021-2022,EPL
2022-03-13,Chelsea,Newcastle,H,2021-2022,EPL
2022-03-13,Everton,Wolves,A,2021-2022,EPL
2022-03-13,Leeds,Norwich,H,2021-2022,EPL
2022-03-13,Southampton,Watford,A,2021-2022,EPL
2022-03-13,West Ham,Aston Villa,H,2021-2022,EPL
2022-03-13,Arsenal,Leicester,H,2021-2022,EPL
2022-03-14,Crystal Palace,Man City,D,2021-2022,EPL
2022-03-16,Brighton,Tottenham,A,2021-2022,EPL
2022-03-16,Arsenal,Liverpool,A,2021-2022,EPL
2022-03-17,Everton,Newcastle,H,2021-2022,EPL
2022-03-18,Wolves,Leeds,A,2021-2022,EPL
2022-03-19,Aston Villa,Arsenal,A,2021-2022,EPL
2022-03-20,Leicester,Brentford,H,2021-2022,EPL
2022-03-20,Tottenham,West Ham,H,2021-2022,EPL
2022-04-02,Liverpool,Watford,H,2021-2022,EPL
2022-04-02,Brighton,Norwich,D,2021-2022,EPL
2022-04-02,Burnley,Man City,A,2021-2022,EPL
2022-04-02,Chelsea,Brentford,A,2021-2022,EPL
2022-04-02,Leeds,Southampton,D,2021-2022,EPL
2022-04-02,Wolves,Aston Villa,H,2021-2022,EPL
2022-04-02,Man United,Leicester,D,2021-2022,EPL
2022-04-03,West Ham,Everton,H,2021-2022,EPL
2022-04-03,Tottenham,Newcastle,H,2021-2022,EPL
2022-04-04,Crystal Palace,Arsenal,H,2021-2022,EPL
2022-04-06,Burnley,Everton,H,2021-2022,EPL
2022-04-08,Newcastle,Wolves,H,2021-2022,EPL
2022-04-09,Everton,Man United,H,2021-2022,EPL
2022-04-09,Arsenal,Brighton,A,2021-2022,EPL
2022-04-09,Southampton,Chelsea,A,2021-2022,EPL
2022-04-09,Watford,Leeds,A,2021-2022,EPL
2022-04-09,Aston Villa,Tottenham,A,2021-2022,EPL
2022-04-10,Brentford,West Ham,H,2021-2022,EPL
2022-04-10,Leicester,Crystal Palace,H,2021-2022,EPL
2022-04-10,Norwich,Burnley,H,2021-2022,EPL
2022-04-10,Man City,Liverpool,D,2021-2022,EPL
2022-04-16,Tottenham,Brighton,A,2021-2022,EPL
2022-04-16,Man United,Norwich,H,2021-2022,EPL
2022-04-16,Southampton,Arsenal,H,2021-2022,EPL
2022-04-16,Watford,Brentford,A,2021-2022,EPL
2022-04-17,Newcastle,Leicester,H,2021-2022,EPL
2022-04-17,West Ham,Burnley,D,2021-2022,EPL
2022-04-19,Liverpool,Man United,H,2021-2022,EPL
2022-04-20,Chelsea,Arsenal,A,2021-2022,EPL
2022-04-20,Everton,Leicester,D,2021-2022,EPL
2022-04-20,Newcastle,Crystal Palace,H,2021-2022,EPL
2022-04-20,Man City,Brighton,H,2021-2022,EPL
2022-04-21,Burnley,Southampton,H,2021-2022,EPL
2022-04-23,Arsenal,Man United,H,2021-2022,EPL
2022-04-23,Leicester,Aston Villa,D,2021-2022,EPL
2022-04-23,Man City,Watford,H,2021-2022,EPL
2022-04-23,Norwich,Newcastle,A,2021-2022,EPL
2022-04-23,Brentford,Tottenham,D,2021-2022,EPL
2022-04-24,Brighton,Southampton,D,2021-2022,EPL
2022-04-24,Burnley,Wolves,H,2021-2022,EPL
2022-04-24,Chelsea,West Ham,H,2021-2022,EPL
2022-04-24,Liverpool,Everton,H,2021-2022,EPL
2022-04-25,Crystal Palace,Leeds,D,2021-2022,EPL
2022-04-28,Man United,Chelsea,D,2021-2022,EPL
2022-04-30,Newcastle,Liverpool,A,2021-2022,EPL
2022-04-30,Aston Villa,Norwich,H,2021-2022,EPL
2022-04-30,Southampton,Crystal Palace,A,2021-2022,EPL
2022-04-30,Watford,Burnley,A,2021-2022,EPL
2022-04-30,Wolves,Brighton,A,2021-2022,EPL
2022-04-30,Leeds,Man City,A,2021-2022,EPL
2022-05-01,Everton,Chelsea,H,2021-2022,EPL
2022-05-01,Tottenham,Leicester,H,2021-2022,EPL
2022-05-01,West Ham,Arsenal,A,2021-2022,EPL
2022-05-02,Man United,Brentford,H,2021-2022,EPL
2022-05-07,Brentford,Southampton,H,2021-2022,EPL
2022-05-07,Burnley,Aston Villa,A,2021-2022,EPL
2022-05-07,Chelsea,Wolves,D,2021-2022,EPL
2022-05-07,Crystal Palace,Watford,H,2021-2022,EPL
2022-05-07,Brighton,Man United,H,2021-2022,EPL
2022-05-07,Liverpool,Tottenham,D,2021-2022,EPL
2022-05-08,Arsenal,Leeds,H,2021-2022,EPL
2022-05-08,Leicester,Everton,A,2021-2022,EPL
2022-05-08,Norwich,West Ham,A,2021-2022,EPL
2022-05-08,Man City,Newcastle,H,2021-2022,EPL
2022-05-10,Aston Villa,Liverpool,A,2021-2022,EPL
2022-05-11,Leeds,Chelsea,A,2021-2022,EPL
2022-05-11,Leicester,Norwich,H,2021-2022,EPL
2022-05-11,Watford,Everton,D,2021-2022,EPL
2022-05-11,Wolves,Man City,A,2021-2022,EPL
2022-05-12,Tottenham,Arsenal,H,2021-2022,EPL
2022-05-15,Tottenham,Burnley,H,2021-2022,EPL
2022-05-15,Aston Villa,Crystal Palace,D,2021-2022,EPL
2022-05-15,Leeds,Brighton,D,2021-2022,EPL
2022-05-15,Watford,Leicester,A,2021-2022,EPL
2022-05-15,West Ham,Man City,D,2021-2022,EPL
2022-05-15,Wolves,Norwich,D,2021-2022,EPL
2022-05-15,Everton,Brentford,A,2021-2022,EPL
2022-05-16,Newcastle,Arsenal,H,2021-2022,EPL
2022-05-17,Southampton,Liverpool,A,2021-2022,EPL
2022-05-19,Everton,Crystal Palace,H,2021-2022,EPL
2022-05-19,Aston Villa,Burnley,D,2021-2022,EPL
2022-05-19,Chelsea,Leicester,D,2021-2022,EPL
2022-05-22,Arsenal,Everton,H,2021-2022,EPL
2022-05-22,Brentford,Leeds,A,2021-2022,EPL
2022-05-22,Brighton,West Ham,H,2021-2022,EPL
2022-05-22,Burnley,Newcastle,A,2021-2022,EPL
2022-05-22,Chelsea,Watford,H,2021-2022,EPL
2022-05-22,Crystal Palace,Man United,H,2021-2022,EPL
2022-05-22,Leicester,Southampton,H,2021-2022,EPL
2022-05-22,Liverpool,Wolves,H,2021-2022,EPL
2022-05-22,Man City,Aston Villa,H,2021-2022,EPL
2022-05-22,Norwich,Tottenham,A,2021-2022,EPL
2021-08-13,Valencia,Getafe,H,2021-2022,LaLiga
2021-08-14,Cadiz,Levante,D,2021-2022,LaLiga
2021-08-14,Mallorca,Betis,D,2021-2022,LaLiga
2021-08-14,Alaves,Real Madrid,A,2021-2022,LaLiga
2021-08-14,Osasuna,Espanol,D,2021-2022,LaLiga
2021-08-15,Celta,Ath Madrid,A,2021-2022,LaLiga
2021-08-15,Barcelona,Sociedad,H,2021-2022,LaLiga
2021-08-15,Sevilla,Vallecano,H,2021-2022,LaLiga
2021-08-16,Villarreal,Granada,D,2021-2022,LaLiga
2021-08-16,Elche,Ath Bilbao,D,2021-2022,LaLiga
2021-08-20,Betis,Cadiz,D,2021-2022,LaLiga
2021-08-21,Alaves,Mallorca,A,2021-2022,LaLiga
2021-08-21,Espanol,Villarreal,D,2021-2022,LaLiga
2021-08-21,Granada,Valencia,D,2021-2022,LaLiga
2021-08-21,Ath Bilbao,Barcelona,D,2021-2022,LaLiga
2021-08-22,Sociedad,Vallecano,H,2021-2022,LaLiga
2021-08-22,Ath Madrid,Elche,H,2021-2022,LaLiga
2021-08-22,Levante,Real Madrid,D,2021-2022,LaLiga
2021-08-23,Getafe,Sevilla,A,2021-2022,LaLiga
2021-08-23,Osasuna,Celta,D,2021-2022,LaLiga
2021-08-27,Mallorca,Espanol,H,2021-2022,LaLiga
2021-08-27,Valencia,Alaves,H,2021-2022,LaLiga
2021-08-28,Celta,Ath Bilbao,A,2021-2022,LaLiga
2021-08-28,Elche,Sevilla,D,2021-2022,LaLiga
2021-08-28,Sociedad,Levante,H,2021-2022,LaLiga
2021-08-28,Betis,Real Madrid,A,2021-2022,LaLiga
2021-08-29,Barcelona,Getafe,H,2021-2022,LaLiga
2021-08-29,Cadiz,Osasuna,A,2021-2022,LaLiga
2021-08-29,Vallecano,Granada,H,2021-2022,LaLiga
2021-08-29,Ath Madrid,Villarreal,D,2021-2022,LaLiga
2021-09-11,Levante,Vallecano,D,2021-2022,LaLiga
2021-09-11,Ath Bilbao,Mallorca,H,2021-2022,LaLiga
2021-09-12,Espanol,Ath Madrid,A,2021-2022,LaLiga
2021-09-12,Osasuna,Valencia,A,2021-2022,LaLiga
2021-09-12,Cadiz,Sociedad,A,2021-2022,LaLiga
2021-09-12,Real Madrid,Celta,H,2021-2022,LaLiga
2021-09-13,Getafe,Elche,A,2021-2022,LaLiga
2021-09-13,Granada,Betis,A,2021-2022,LaLiga
2021-09-17,Celta,Cadiz,A,2021-2022,LaLiga
2021-09-18,Vallecano,Getafe,H,2021-2022,LaLiga
2021-09-18,Ath Madrid,Ath Bilbao,D,2021-2022,LaLiga
2021-09-18,Elche,Levante,D,2021-2022,LaLiga
2021-09-18,Alaves,Osasuna,A,2021-2022,LaLiga
2021-09-19,Mallorca,Villarreal,D,2021-2022,LaLiga
2021-09-19,Sociedad,Sevilla,D,2021-2022,LaLiga
2021-09-19,Betis,Espanol,D,2021-2022,LaLiga
2021-09-19,Valencia,Real Madrid,A,2021-2022,LaLiga
2021-09-20,Barcelona,Granada,D,2021-2022,LaLiga
2021-09-21,Getafe,Ath Madrid,A,2021-2022,LaLiga
2021-09-21,Ath Bilbao,Vallecano,A,2021-2022,LaLiga
2021-09-21,Levante,Celta,A,2021-2022,LaLiga
2021-09-22,Espanol,Alaves,H,2021-2022,LaLiga
2021-09-22,Sevilla,Valencia,H,2021-2022,LaLiga
2021-09-22,Real Madrid,Mallorca,H,2021-2022,LaLiga
2021-09-22,Villarreal,Elche,H,2021-2022,LaLiga
2021-09-23,Granada,Sociedad,A,2021-2022,LaLiga
2021-09-23,Osasuna,Betis,A,2021-2022,LaLiga
2021-09-23,Cadiz,Barcelona,D,2021-2022,LaLiga
2021-09-25,Alaves,Ath Madrid,H,2021-2022,LaLiga
2021-09-25,Valencia,Ath Bilbao,D,2021-2022,LaLiga
2021-09-25,Sevilla,Espanol,H,2021-2022,LaLiga
2021-09-25,Real Madrid,Villarreal,D,2021-2022,LaLiga
2021-09-26,Mallorca,Osasuna,A,2021-2022,LaLiga
2021-09-26,Barcelona,Levante,H,2021-2022,LaLiga
2021-09-26,Sociedad,Elche,H,2021-2022,LaLiga
2021-09-26,Vallecano,Cadiz,H,2021-2022,LaLiga
2021-09-26,Betis,Getafe,H,2021-2022,LaLiga
2021-09-27,Celta,Granada,H,2021-2022,LaLiga
2021-10-01,Ath Bilbao,Alaves,H,2021-2022,LaLiga
2021-10-02,Osasuna,Vallecano,H,2021-2022,LaLiga
2021-10-02,Mallorca,Levante,H,2021-2022,LaLiga
2021-10-02,Cadiz,Valencia,D,2021-2022,LaLiga
2021-10-02,Ath Madrid,Barcelona,H,2021-2022,LaLiga
2021-10-03,Elche,Celta,H,2021-2022,LaLiga
2021-10-03,Espanol,Real Madrid,H,2021-2022,LaLiga
2021-10-03,Getafe,Sociedad,D,2021-2022,LaLiga
2021-10-03,Villarreal,Betis,H,2021-2022,LaLiga
2021-10-03,Granada,Sevilla,H,2021-2022,LaLiga
2021-10-16,Levante,Getafe,D,2021-2022,LaLiga
2021-10-16,Sociedad,Mallorca,H,2021-2022,LaLiga
2021-10-17,Vallecano,Elche,H,2021-2022,LaLiga
2021-10-17,Celta,Sevilla,A,2021-2022,LaLiga
2021-10-17,Villarreal,Osasuna,A,2021-2022,LaLiga
2021-10-17,Barcelona,Valencia,H,2021-2022,LaLiga
2021-10-18,Alaves,Betis,A,2021-2022,LaLiga
